Chromosome,-log10(P-value),Log2 Fold Change,Gene,Ensembl ID
chr8,6.94,4.214,UBXN2B,ENSG00000215114.9_3
chr21,7.004,4.213,ATP5PF,ENSG00000154723.12_5
chr19,8.231,4.212,AC008878.3|ARHGEF18,ENSG00000268861.7_7||ENSG00000104880.18_4
chr20,4.398,4.211,PHF20,ENSG00000025293.17_4
chrX,3.346,4.209,PSMD10,ENSG00000101843.19_4
chr10,3.346,4.209,MINPP1,ENSG00000107789.16_3
chr11,25.074,4.207,AC024293.1,ENSG00000244313.3_5
chr10,9.215,4.205,TM9SF3,ENSG00000077147.16_7
chr1,8.066,4.2,ABCD3,ENSG00000117528.14_5
chr1,5.707,4.2,MTCO1P12,ENSG00000237973.1_4
chr14,15.647,4.199,DICER1,ENSG00000100697.14_5
chr4,9.604,4.199,MAEA,ENSG00000090316.16_4
chr14,10.245,4.198,PCNX1,ENSG00000100731.16_5
chr18,22.777,4.197,TIMM21,ENSG00000075336.12_4
chr6,12.801,4.195,TXNDC5,ENSG00000239264.9_5
chr19,60.133,4.195,RPS19,ENSG00000105372.8_6
chrX,3.083,4.194,USP9X,ENSG00000124486.13_5
chr9,4.398,4.192,MEGF9,ENSG00000106780.9_4
chr10,10.183,4.192,KIF5B,ENSG00000170759.11_4
chr12,4.397,4.192,PDE3A,ENSG00000172572.6_3
chr7,4.398,4.192,KBTBD2,ENSG00000170852.11_5
chr11,7.974,4.188,APLP2,ENSG00000084234.17_5
chr6,8.487,4.188,LIN28B,ENSG00000187772.8_5
chr12,3.609,4.187,HOXC13,ENSG00000123364.5_3
chr19,17.713,4.186,KDELR1,ENSG00000105438.9_5
chr6,7.262,4.185,TMEM30A,ENSG00000112697.17_5
chr13,7.79,4.183,WASF3,ENSG00000132970.14_6
chr2,11.289,4.182,TSN,ENSG00000211460.12_5
chr1,9.445,4.18,GALNT2,ENSG00000143641.10_3
chr1,10.183,4.179,C1orf43,ENSG00000143612.20_4
chr6,32.45,4.179,TCP1,ENSG00000120438.12_5
chr2,4.923,4.178,USP34,ENSG00000115464.15_5
chr3,14.473,4.178,OPA1,ENSG00000198836.10_5
chr19,22.521,4.176,ELAVL1,ENSG00000066044.15_5
chr11,10.475,4.174,CCND1,ENSG00000110092.4_3
chr3,3.682,4.173,MBNL1,ENSG00000152601.17_5
chr5,20.163,4.171,MARCHF6,ENSG00000145495.16_5
chr13,17.569,4.17,IRS2,ENSG00000185950.9_4
chr5,9.976,4.17,NR2F1,ENSG00000175745.14_5
chr12,4.661,4.167,TM7SF3,ENSG00000064115.11_7
chr5,5.185,4.165,DROSHA,ENSG00000113360.16_5
chr3,7.165,4.162,CRTAP,ENSG00000170275.15_4
chr7,7.505,4.158,MET,ENSG00000105976.15_4
chr12,7.974,4.158,XPOT,ENSG00000184575.12_3
chrM,27.642,4.158,MT-RNR1,ENSG00000211459.2
chr2,3.872,4.157,RIF1,ENSG00000080345.18_7
chr19,7.716,4.157,AC008878.3|ARHGEF18,ENSG00000104880.18_4||ENSG00000268861.7_7
chr10,3.872,4.157,LIPA,ENSG00000107798.18_5
chr11,4.428,4.157,ATL3,ENSG00000184743.13_5
chr10,7.512,4.155,TFAM,ENSG00000108064.11_4
chr12,8.666,4.154,DYNLL1,ENSG00000088986.11_5
chr20,3.609,4.153,AL035461.4|CRLS1,ENSG00000286235.1_2||ENSG00000088766.12_5
chr15,4.398,4.153,TJP1,ENSG00000104067.16_5
chr7,4.398,4.153,FKBP14,ENSG00000106080.11_3
chr11,3.609,4.153,CCND1,ENSG00000110092.4_3
chr19,24.716,4.153,TRIR,ENSG00000123144.11_7
chr4,20.866,4.152,DANCR,ENSG00000226950.7_6
chr2,5.64,4.148,ITM2C,ENSG00000135916.16_6
chr17,5.446,4.148,PRR11,ENSG00000068489.12_5
chr5,9.255,4.146,NKX2-5,ENSG00000183072.10_6
chr13,10.117,4.144,KCTD12,ENSG00000178695.6_3
chr5,22.513,4.143,HNRNPA0,ENSG00000177733.7_4
chr3,8.999,4.143,RPL29,ENSG00000162244.12_8
chr12,29.672,4.142,CCND2,ENSG00000118971.8_5
chr8,7.004,4.142,CNOT7,ENSG00000198791.12_4
chr6,7.716,4.139,IGF2R,ENSG00000197081.14_7
chr11,20.135,4.133,SNORD15B,ENSG00000207445.1
chr2,8.066,4.133,RNASEH1,ENSG00000171865.10_5
chr8,42.985,4.133,PABPC1,ENSG00000070756.16_7
chr19,22.893,4.13,TRIR,ENSG00000123144.11_7
chr19,26.729,4.129,CIRBP,ENSG00000099622.14_7
chr14,14.488,4.128,BTBD7,ENSG00000011114.15_7
chr1,21.172,4.127,TOMM20,ENSG00000173726.11_4
chr17,22.195,4.127,TAF15,ENSG00000270647.6_4
chr8,5.788,4.127,TNFRSF10D,ENSG00000173530.6_4
chr17,5.707,4.126,MED13,ENSG00000108510.10_5
chr19,21.211,4.126,CIRBP,ENSG00000099622.14_7
chr17,5.707,4.126,UBE2G1,ENSG00000132388.12_3
chrX,5.707,4.126,PDK3,ENSG00000067992.15_7
chr10,23.431,4.126,TM9SF3,ENSG00000077147.16_7
chr21,7.01,4.125,RRP1B,ENSG00000160208.13_3
chr16,11.75,4.125,AC093512.2|ALDOA,ENSG00000285043.1_2||ENSG00000149925.20_7
chr4,6.377,4.124,ADGRA3,ENSG00000152990.14_5
chr22,10.916,4.123,CBX6,ENSG00000183741.12_4
chr7,4.655,4.123,ANLN,ENSG00000011426.11_7
chr10,7.004,4.122,PIP4K2A,ENSG00000150867.14_7
chr6,9.185,4.122,TXNDC5,ENSG00000239264.9_5
chr1,3.872,4.12,SFT2D2,ENSG00000213064.10_3
chr1,19.419,4.12,RAB4A,ENSG00000168118.12_4
chr18,3.872,4.12,MEX3C,ENSG00000176624.11_5
chr20,4.256,4.118,CST3,ENSG00000101439.9_5
chr8,3.609,4.118,VIRMA,ENSG00000164944.12_7
chr3,5.967,4.118,ALCAM,ENSG00000170017.12_5
chr8,8.612,4.118,AGO2,ENSG00000123908.12_5
chr16,9.186,4.118,CNOT1,ENSG00000125107.18_5
chr15,9.604,4.118,IREB2,ENSG00000136381.13_4
chr3,14.328,4.117,ARL6IP5,ENSG00000144746.7_3
chr17,13.473,4.115,TAF15,ENSG00000270647.6_4
chr17,11.458,4.115,HOXB9,ENSG00000170689.10_5
chr4,5.446,4.115,ABCE1,ENSG00000164163.11_4
chr8,11.75,4.114,MTDH,ENSG00000147649.10_5
chr7,400.0,4.114,ZC3HAV1,ENSG00000105939.13_5
chr15,3.346,4.112,SPPL2A,ENSG00000138600.10_6
chr11,3.346,4.112,KMT2A,ENSG00000118058.22_7
chr2,4.923,4.111,RIF1,ENSG00000080345.18_7
chr16,14.081,4.11,ARL6IP1,ENSG00000170540.15_5
chr6,30.433,4.106,H4C5,ENSG00000276966.2_3
chr17,8.612,4.105,RPS18P12,ENSG00000230897.1_4
chr11,19.951,4.105,RBM14,ENSG00000239306.4_3
chr8,21.808,4.104,RPS20|SNORD54,ENSG00000238650.1||ENSG00000008988.9_3
chr2,3.925,4.102,UXS1,ENSG00000115652.14_3
chr10,3.083,4.102,SEPHS1,ENSG00000086475.15_4
chr4,6.16,4.102,SETD7,ENSG00000145391.13_4
chr6,41.937,4.101,H4C5,ENSG00000276966.2_3
chr7,400.0,4.099,ZC3HAV1,ENSG00000105939.13_5
chr8,20.862,4.099,CNOT7,ENSG00000198791.12_4
chr18,7.004,4.095,B4GALT6,ENSG00000118276.11_3
chr11,7.675,4.095,SESN3,ENSG00000149212.12_5
chr16,5.185,4.094,HSDL1,ENSG00000103160.12_5
chr17,4.411,4.094,SMURF2,ENSG00000108854.16_7
chr8,31.884,4.092,ZNF703,ENSG00000183779.7_3
chr1,8.349,4.092,NFIA,ENSG00000162599.17_6
chr14,7.262,4.089,MARK3,ENSG00000075413.18_6
chr8,30.412,4.089,RPS20,ENSG00000008988.9_3
chr19,11.53,4.089,AC008878.3|ARHGEF18,ENSG00000104880.18_4||ENSG00000268861.7_7
chr1,6.227,4.088,SLC39A1,ENSG00000143570.18_6
chr12,9.764,4.088,VPS37B,ENSG00000139722.7_7
chr13,17.986,4.086,IRS2,ENSG00000185950.9_4
chr12,7.193,4.084,SBNO1,ENSG00000139697.14_3
chr5,4.398,4.083,RNF145,ENSG00000145860.11_5
chr8,5.386,4.083,POMK,ENSG00000185900.10_3
chr20,3.609,4.081,PARD6B,ENSG00000124171.9_3
chr4,17.598,4.081,SLC30A9,ENSG00000014824.14_4
chr8,3.609,4.081,PPP2R2A,ENSG00000221914.11_7
chr5,3.872,4.081,C5orf15,ENSG00000113583.8_4
chr16,3.609,4.081,PHLPP2,ENSG00000040199.18_7
chr1,13.727,4.08,FBXO28,ENSG00000143756.12_3
chr10,6.498,4.08,SEPHS1,ENSG00000086475.15_4
chr12,38.438,4.078,EIF4B,ENSG00000063046.17_4
chr18,3.838,4.077,ZADH2,ENSG00000180011.7_5
chr3,3.346,4.077,GSK3B,ENSG00000082701.15_6
chr16,6.68,4.077,ARHGAP17,ENSG00000140750.17_7
chr11,5.852,4.077,RPS13|SNORD14B,ENSG00000201403.1||ENSG00000110700.7_5
chr11,23.264,4.077,CD81,ENSG00000110651.11_5
chr2,25.087,4.076,GORASP2,ENSG00000115806.13_3
chr3,20.862,4.075,NT5DC2,ENSG00000168268.11_4
chr22,8.999,4.074,CBX6,ENSG00000183741.12_4
chr1,7.974,4.073,CD46,ENSG00000117335.19_4
chr13,7.52,4.073,USP12,ENSG00000152484.14_4
chr10,4.898,4.073,ARHGAP21,ENSG00000107863.18_6
chr19,4.014,4.073,MYDGF,ENSG00000074842.8_6
chr22,22.172,4.071,EIF3L,ENSG00000100129.18_7
chr12,23.285,4.071,RPL18AP3,ENSG00000213442.5_4
chr16,4.661,4.071,CMTM4,ENSG00000183723.12_4
chr17,11.75,4.069,SCDP1,ENSG00000226549.3_2
chr3,6.227,4.068,SLC33A1,ENSG00000169359.16_7
chr13,5.185,4.068,KCTD12,ENSG00000178695.6_3
chr22,10.475,4.068,NUP50,ENSG00000093000.19_4
chr8,6.227,4.068,CLN8,ENSG00000182372.10_6
chr8,44.131,4.067,RPL30,ENSG00000156482.11_4
chr19,32.428,4.066,PTBP1,ENSG00000011304.20_7
chr2,39.149,4.066,NEUROD1,ENSG00000162992.3_4
chr19,60.476,4.065,RPS16,ENSG00000105193.9_4
chr18,5.963,4.065,CABLES1,ENSG00000134508.12_3
chr4,10.183,4.065,ADGRA3,ENSG00000152990.14_5
chr7,11.929,4.064,RAC1,ENSG00000136238.18_4
chr6,17.234,4.064,TMEM30A,ENSG00000112697.17_5
chr21,13.73,4.063,RRP1B,ENSG00000160208.13_3
chr6,11.928,4.063,TXNDC5,ENSG00000239264.9_5
chr17,7.004,4.063,GLOD4,ENSG00000167699.13_4
chr16,5.446,4.063,SALL1,ENSG00000103449.12_4
chr18,6.94,4.061,RPL6P27,ENSG00000235552.4_5
chr9,13.966,4.06,MAPKAP1,ENSG00000119487.17_7
chr2,16.461,4.059,PCYOX1,ENSG00000116005.12_6
chr9,6.498,4.059,GNAQ,ENSG00000156052.11_6
chr2,9.82,4.058,ODC1,ENSG00000115758.13_8
chr9,5.142,4.057,TOR1B,ENSG00000136816.16_3
chr14,4.135,4.055,PSEN1,ENSG00000080815.19_6
chr7,400.0,4.054,ZC3HAV1,ENSG00000105939.13_5
chr1,3.872,4.054,TOR1AIP1,ENSG00000143337.18_5
chrX,17.389,4.053,HNRNPH2,ENSG00000126945.9_4
chr19,15.385,4.052,HNRNPUL1,ENSG00000105323.17_5
chr11,8.487,4.051,TUBAP2,ENSG00000214391.3_4
chr15,18.844,4.05,HDGFL3,ENSG00000166503.9_8
chr3,11.158,4.049,GPX1,ENSG00000233276.5_7
chr12,23.674,4.047,EIF4B,ENSG00000063046.17_4
chr7,400.0,4.046,ZC3HAV1,ENSG00000105939.13_5
chr16,17.891,4.045,CNOT1,ENSG00000125107.18_5
chr10,3.609,4.042,CCNY,ENSG00000108100.18_3
chr1,5.967,4.042,SDE2,ENSG00000143751.10_4
chr8,6.94,4.042,AGO2,ENSG00000123908.12_5
chr4,6.729,4.042,TBC1D14,ENSG00000132405.19_5
chr2,6.473,4.042,AGAP1,ENSG00000157985.19_5
chrX,7.512,4.04,KLHL15,ENSG00000174010.9_3
chr12,3.346,4.04,TUBA1C,ENSG00000167553.15_3
chr17,3.838,4.04,TMEM97,ENSG00000109084.14_4
chr17,9.961,4.04,SNORD42B,ENSG00000238423.1
chr15,3.346,4.04,LRRC28,ENSG00000168904.15_7
chr13,3.346,4.04,TM9SF2,ENSG00000125304.10_5
chr5,20.128,4.04,MFAP3,ENSG00000037749.12_4
chr20,6.745,4.039,SLC23A2,ENSG00000089057.15_6
chr16,5.64,4.039,PSMD7,ENSG00000103035.11_3
chr20,5.386,4.038,RAB22A,ENSG00000124209.4_3
chr19,5.963,4.037,TMEM147,ENSG00000105677.12_3
chr20,9.445,4.036,SLC23A2,ENSG00000089057.15_6
chr17,12.472,4.035,USP22,ENSG00000124422.12_6
chrX,5.707,4.035,TSPAN6,ENSG00000000003.15_4
chrX,15.02,4.035,ATP6AP1,ENSG00000071553.17_5
chr1,9.703,4.035,ADGRL2,ENSG00000117114.19_7
chr19,400.0,4.034,RPS16,ENSG00000105193.9_4
chr12,4.985,4.033,EIF4B,ENSG00000063046.17_4
chr8,3.561,4.033,EXTL3,ENSG00000012232.9_3
chr13,12.256,4.033,IRS2,ENSG00000185950.9_4
chr17,3.44,4.033,DERL2,ENSG00000072849.11_5
chr17,8.406,4.033,SEC14L1,ENSG00000129657.16_8
chr5,3.083,4.033,DMXL1,ENSG00000172869.14_3
chr4,3.561,4.033,TBC1D14,ENSG00000132405.19_5
chr2,4.135,4.033,FASTKD1,ENSG00000138399.18_6
chr16,7.186,4.03,VKORC1|AC135050.2,ENSG00000167397.15_5||ENSG00000255439.6_8
chr11,7.974,4.03,RBM14,ENSG00000239306.4_3
chr7,400.0,4.027,ZC3HAV1,ENSG00000105939.13_5
chr4,7.716,4.026,RPS21P4,ENSG00000242358.1_4
chr1,12.704,4.026,FBXO28,ENSG00000143756.12_3
chr1,7.165,4.025,GNG5,ENSG00000174021.11_5
chr8,21.598,4.025,ZNF703,ENSG00000183779.7_3
chr19,33.336,4.025,CIRBP,ENSG00000099622.14_7
chr5,5.967,4.022,AC024587.1,ENSG00000248827.1_5
chr22,5.967,4.022,TNRC6B,ENSG00000100354.21_7
chr3,7.675,4.02,ATP13A3,ENSG00000133657.15_6
chr1,16.775,4.02,DESI2,ENSG00000121644.19_3
chr2,8.558,4.02,FASTKD1,ENSG00000138399.18_6
chr6,3.199,4.018,LIN28B,ENSG00000187772.8_5
chr9,3.872,4.018,,
chr8,55.435,4.017,PABPC1,ENSG00000070756.16_7
chr5,7.262,4.015,GPX3,ENSG00000211445.12_8
chr3,4.898,4.015,RPL35A,ENSG00000182899.17_7
chr13,17.78,4.015,SNORD102,ENSG00000207500.1
chr4,4.898,4.015,USO1,ENSG00000138768.14_4
chr12,6.68,4.014,SLC38A1,ENSG00000111371.16_5
chr17,11.149,4.013,USP22,ENSG00000124422.12_6
chr15,4.923,4.012,LRRC28,ENSG00000168904.15_7
chr15,18.095,4.011,HACD3,ENSG00000074696.13_4
chr11,11.876,4.011,RTN3,ENSG00000133318.14_8
chr7,8.744,4.01,HIPK2,ENSG00000064393.16_5
chr17,6.978,4.01,MSI2,ENSG00000153944.11_7
chr13,6.377,4.009,WASF3,ENSG00000132970.14_6
chr7,11.928,4.009,RAC1,ENSG00000136238.18_4
chr9,7.79,4.008,SURF4,ENSG00000148248.14_4
chr8,8.793,4.006,PRKDC,ENSG00000253729.8_4
chr1,22.377,4.006,TOMM20,ENSG00000173726.11_4
chr7,4.661,4.006,TMEM168,ENSG00000146802.13_5
chr16,15.095,4.003,ARL6IP1,ENSG00000170540.15_5
chr21,3.609,4.001,SYNJ1,ENSG00000159082.17_4
chr19,3.609,4.001,PNMA8A,ENSG00000182013.18_7
chr19,6.68,4.001,ZNF507,ENSG00000168813.17_4
chr16,3.682,3.997,AP1G1,ENSG00000166747.12_6
chr7,400.0,3.997,ZC3HAV1,ENSG00000105939.13_5
chr8,10.729,3.997,AGPAT5,ENSG00000155189.12_5
chr3,7.262,3.996,OPA1,ENSG00000198836.10_5
chr20,3.083,3.996,VAPB,ENSG00000124164.16_3
chr5,22.521,3.996,HNRNPA0,ENSG00000177733.7_4
chr1,3.872,3.996,AKT3,ENSG00000117020.18_6
chr7,6.16,3.996,HIPK2,ENSG00000064393.16_5
chr7,7.186,3.995,HIPK2,ENSG00000064393.16_5
chr4,13.473,3.995,SETD7,ENSG00000145391.13_4
chr3,14.992,3.994,TFRC,ENSG00000072274.13_5
chr8,11.695,3.991,AGPAT5,ENSG00000155189.12_5
chr2,7.262,3.989,NCKAP1,ENSG00000061676.15_5
chr14,10.018,3.989,SEL1L,ENSG00000071537.14_5
chr17,3.107,3.989,PRR11|AC099850.3,ENSG00000265303.1_9||ENSG00000068489.12_5
chr19,59.24,3.988,HNRNPUL1,ENSG00000105323.17_5
chr20,4.135,3.987,SLC23A2,ENSG00000089057.15_6
chr17,15.385,3.985,CSNK1D,ENSG00000141551.14_6
chr13,4.923,3.984,FARP1,ENSG00000152767.17_5
chr21,14.488,3.982,GET1,ENSG00000182093.16_6
chr17,7.004,3.981,PAFAH1B1,ENSG00000007168.13_4
chr17,6.473,3.981,MED13,ENSG00000108510.10_5
chr7,3.609,3.979,CDK6,ENSG00000105810.9_3
chr19,4.661,3.979,POLR2I,ENSG00000105258.9_4
chr16,4.661,3.979,CREBBP,ENSG00000005339.15_8
chr11,11.496,3.978,NDUFC2|NDUFC2-KCTD14,ENSG00000151366.13_6||ENSG00000259112.2_4
chr1,17.833,3.978,TOMM20,ENSG00000173726.11_4
chr8,5.185,3.977,SLC7A2,ENSG00000003989.17_6
chr7,15.912,3.975,ACTB,ENSG00000075624.16_7
chr3,10.731,3.975,CTNNB1,ENSG00000168036.18_8
chr19,49.379,3.973,RPS16,ENSG00000105193.9_4
chr19,25.815,3.973,TRIR,ENSG00000123144.11_7
chr19,23.674,3.972,RPS16,ENSG00000105193.9_4
chr17,4.179,3.972,PRKCA,ENSG00000154229.12_4
chr12,4.655,3.972,CCT2,ENSG00000166226.13_3
chr11,5.386,3.972,EXT2,ENSG00000151348.14_4
chr18,3.01,3.972,NPC1,ENSG00000141458.13_5
chr10,8.744,3.972,PTEN,ENSG00000171862.11_6
chr9,10.987,3.971,PPP6C,ENSG00000119414.11_3
chr2,10.272,3.969,ODC1,ENSG00000115758.13_8
chr12,13.017,3.968,CCND2,ENSG00000118971.8_5
chr19,19.966,3.967,AC011447.1|ZNF90,ENSG00000224864.4_5||ENSG00000213988.11_4
chr7,400.0,3.965,ZC3HAV1,ENSG00000105939.13_5
chr15,10.218,3.963,TSPAN3,ENSG00000140391.15_5
chr1,9.575,3.963,SKI,ENSG00000157933.10_3
chr7,400.0,3.962,ZC3HAV1,ENSG00000105939.13_5
chr18,6.114,3.961,MIB1,ENSG00000101752.11_2
chr15,3.346,3.96,NIPA2,ENSG00000140157.14_6
chr4,6.217,3.96,ADGRA3,ENSG00000152990.14_5
chr22,10.183,3.959,CERK,ENSG00000100422.14_4
chr19,5.474,3.957,LSR,ENSG00000105699.16_5
chr19,3.083,3.957,BTBD2,ENSG00000133243.10_6
chr4,5.446,3.956,SETD7,ENSG00000145391.13_4
chrX,4.168,3.956,MTMR1,ENSG00000063601.17_6
chr17,10.428,3.955,USP22,ENSG00000124422.12_6
chr7,4.398,3.955,LMTK2,ENSG00000164715.6_3
chr1,39.361,3.953,SKI,ENSG00000157933.10_3
chr15,17.011,3.953,IREB2,ENSG00000136381.13_4
chr17,6.486,3.952,PRR11|AC099850.3,ENSG00000068489.12_5||ENSG00000265303.1_9
chr19,65.4,3.952,HNRNPUL1,ENSG00000105323.17_5
chr10,7.974,3.952,FAM171A1,ENSG00000148468.17_4
chr10,3.285,3.95,NUDT5,ENSG00000165609.13_5
chr6,3.199,3.95,SEC63,ENSG00000025796.14_4
chr14,3.199,3.95,EIF3LP1,ENSG00000258501.1_4
chr19,23.068,3.95,ELAVL1,ENSG00000066044.15_5
chr11,3.872,3.95,ATF4P4,ENSG00000256167.1_4
chr22,5.142,3.946,TNRC6B,ENSG00000100354.21_7
chr20,8.279,3.946,YWHAB,ENSG00000166913.13_4
chr14,4.398,3.946,BTBD7,ENSG00000011114.15_7
chr17,5.446,3.946,NF1,ENSG00000196712.18_6
chr1,4.179,3.946,SFT2D2,ENSG00000213064.10_3
chrX,9.703,3.946,CNOT7P1,ENSG00000233229.1_4
chr12,13.287,3.946,ZNF664,ENSG00000179195.16_4
chr16,11.496,3.944,CNOT1,ENSG00000125107.18_5
chr8,30.252,3.944,AGPAT5,ENSG00000155189.12_5
chr2,13.472,3.944,AGAP1,ENSG00000157985.19_5
chr1,9.255,3.943,DESI2,ENSG00000121644.19_3
chr12,9.693,3.941,VPS37B,ENSG00000139722.7_7
chr1,9.509,3.94,NFIA,ENSG00000162599.17_6
chr7,400.0,3.939,ZC3HAV1,ENSG00000105939.13_5
chr6,8.666,3.937,SEC63,ENSG00000025796.14_4
chr11,5.852,3.937,SERPINH1,ENSG00000149257.14_6
chr17,8.666,3.937,PAFAH1B1,ENSG00000007168.13_4
chr11,11.712,3.937,STT3A,ENSG00000134910.14_6
chr12,3.44,3.937,TMED2,ENSG00000086598.11_3
chr13,3.506,3.936,FARP1,ENSG00000152767.17_5
chr16,16.506,3.936,RPS27AP16,ENSG00000224631.4_4
chr2,5.963,3.936,RIF1,ENSG00000080345.18_7
chr15,7.974,3.936,CTDSPL2,ENSG00000137770.14_3
chr1,32.247,3.934,SKI,ENSG00000157933.10_3
chr13,20.604,3.934,PABPC3,ENSG00000151846.8_3
chr13,3.332,3.934,UBL3,ENSG00000122042.10_4
chr1,12.761,3.934,DESI2,ENSG00000121644.19_3
chr7,5.073,3.934,CUX1,ENSG00000257923.11_6
chr16,3.268,3.933,UBFD1,ENSG00000103353.16_5
chr8,43.349,3.932,PABPC1,ENSG00000070756.16_7
chr2,3.742,3.931,ATRAID,ENSG00000138085.16_7
chr10,7.186,3.93,LIPA,ENSG00000107798.18_5
chr2,5.64,3.93,SATB2,ENSG00000119042.17_4
chr12,6.73,3.929,SLC6A15,ENSG00000072041.17_5
chr2,5.967,3.929,PKP4,ENSG00000144283.21_5
chr7,12.994,3.929,DNAJB6,ENSG00000105993.15_6
chrX,14.488,3.928,TBL1X,ENSG00000101849.17_7
chr6,37.729,3.928,TXNDC5,ENSG00000239264.9_5
chr14,4.168,3.927,MAX,ENSG00000125952.20_7
chr6,4.411,3.927,NUS1,ENSG00000153989.8_3
chr19,8.249,3.926,ELAVL1,ENSG00000066044.15_5
chr10,6.486,3.925,TWNK,ENSG00000107815.10_6
chr11,3.199,3.925,YIF1A,ENSG00000174851.16_5
chr9,5.446,3.924,MEGF9,ENSG00000106780.9_4
chr8,32.21,3.924,ZNF703,ENSG00000183779.7_3
chr17,6.421,3.924,MSI2,ENSG00000153944.11_7
chrX,6.208,3.922,USP9X,ENSG00000124486.13_5
chr17,8.407,3.921,USP22,ENSG00000124422.12_6
chr5,33.128,3.921,RACK1,ENSG00000204628.12_7
chr13,7.004,3.921,DIS3,ENSG00000083520.15_4
chr19,9.445,3.92,ELAVL1,ENSG00000066044.15_5
chrX,4.398,3.919,PDK3,ENSG00000067992.15_7
chr16,4.398,3.919,TXNDC11,ENSG00000153066.12_4
chr1,7.312,3.919,DR1,ENSG00000117505.13_3
chr11,14.857,3.919,NDUFC2-KCTD14|NDUFC2,ENSG00000259112.2_4||ENSG00000151366.13_6
chr12,3.682,3.919,ARL1,ENSG00000120805.14_5
chr8,7.004,3.918,SLC7A2,ENSG00000003989.17_6
chr7,8.068,3.917,TMEM168,ENSG00000146802.13_5
chr1,27.824,3.917,DDOST,ENSG00000244038.9_6
chr5,3.083,3.916,FAM172A,ENSG00000113391.19_6
chr8,3.083,3.916,ZFHX4,ENSG00000091656.19_8
chr9,12.006,3.916,MAPKAP1,ENSG00000119487.17_7
chr2,28.92,3.916,NEUROD1,ENSG00000162992.3_4
chr18,3.083,3.916,B4GALT6,ENSG00000118276.11_3
chr8,7.458,3.914,EXTL3,ENSG00000012232.9_3
chr13,11.41,3.913,IRS2,ENSG00000185950.9_4
chr8,4.741,3.913,SLC25A32,ENSG00000164933.12_6
chr7,400.0,3.911,ZC3HAV1,ENSG00000105939.13_5
chr2,46.095,3.911,NEUROD1,ENSG00000162992.3_4
chr5,3.44,3.911,,
chr14,24.53,3.909,DICER1,ENSG00000100697.14_5
chr4,10.475,3.909,TBC1D14,ENSG00000132405.19_5
chr3,8.744,3.908,TRA2B,ENSG00000136527.18_5
chr7,6.227,3.908,H2AZ2,ENSG00000105968.18_4
chr5,68.18,3.907,RPL37,ENSG00000145592.14_6
chr17,5.707,3.907,TRIM37,ENSG00000108395.14_7
chr10,8.666,3.906,WAC,ENSG00000095787.23_7
chr10,10.672,3.906,ZNF503,ENSG00000165655.17_5
chr9,27.456,3.903,MAPKAP1,ENSG00000119487.17_7
chr2,6.16,3.902,UXS1,ENSG00000115652.14_3
chr16,7.675,3.901,UBFD1,ENSG00000103353.16_5
chr14,3.872,3.9,TRAF3,ENSG00000131323.15_5
chr6,6.227,3.9,TCP1,ENSG00000120438.12_5
chr17,3.199,3.9,PRKCA,ENSG00000154229.12_4
chr7,3.655,3.9,ZNF316,ENSG00000205903.7_4
chr10,10.611,3.9,SNORD98,ENSG00000221182.1
chrX,7.165,3.898,GPR50,ENSG00000102195.10_4
chr6,9.693,3.897,H4C8,ENSG00000158406.4_4
chr19,4.661,3.895,UBA2,ENSG00000126261.13_5
chr4,8.666,3.894,SETD7,ENSG00000145391.13_4
chr9,7.458,3.893,FNBP1,ENSG00000187239.17_5
chr8,6.68,3.893,VIRMA,ENSG00000164944.12_7
chr14,6.217,3.893,CNIH1,ENSG00000100528.12_5
chr14,5.967,3.892,BTBD7,ENSG00000011114.15_7
chr5,12.41,3.89,PANK3,ENSG00000120137.7_5
chr9,8.406,3.89,MAPKAP1,ENSG00000119487.17_7
chr16,5.64,3.89,ZDHHC7,ENSG00000153786.12_6
chr2,4.655,3.89,PUM2,ENSG00000055917.15_6
chr1,4.655,3.89,ADAM15,ENSG00000143537.13_3
chr8,15.385,3.888,AGPAT5,ENSG00000155189.12_5
chr16,11.242,3.887,RBBP6,ENSG00000122257.20_6
chr1,3.609,3.886,AKT3,ENSG00000117020.18_6
chr16,14.653,3.885,USP7,ENSG00000187555.16_7
chr19,28.277,3.884,CIRBP,ENSG00000099622.14_7
chr12,5.707,3.884,KCTD10,ENSG00000110906.13_4
chr22,3.916,3.884,Z97353.1,ENSG00000231369.1_6
chr19,9.318,3.881,,
chr12,5.386,3.881,TMEM19,ENSG00000139291.14_5
chr22,6.697,3.881,CERK,ENSG00000100422.14_4
chr6,32.593,3.881,H4C5,ENSG00000276966.2_3
chr12,4.168,3.88,TMED2,ENSG00000086598.11_3
chr10,9.961,3.879,ARL5B,ENSG00000165997.5_3
chr13,36.121,3.879,IRS2,ENSG00000185950.9_4
chr17,7.829,3.879,CRK,ENSG00000167193.8_4
chr19,7.974,3.879,AKT1S1,ENSG00000204673.10_5
chr6,13.79,3.879,SOX4,ENSG00000124766.7_4
chr6,7.968,3.875,AL590867.2,ENSG00000218426.5_5
chr8,23.629,3.873,ZNF703,ENSG00000183779.7_3
chr7,5.185,3.872,SLC35B4,ENSG00000205060.11_4
chr11,8.926,3.872,SRSF8,ENSG00000263465.4_2
chr3,5.185,3.872,FGD5-AS1,ENSG00000225733.6_8
chr14,3.083,3.872,NAA30,ENSG00000139977.14_6
